"name" "type" "expected_age" "hdi_95" "lower_95_hdr" "upper_95_hdr" "agreement" "overall_agreement" "model_agreement" "modelname"
"317" "date" -8419.54886181563 350 -8614.5 -8264.5 100.6 NA NA "sicily_meso"
"318" "date" -8516.58391109201 405 -8709.5 -8304.5 104.1 NA NA "sicily_meso"
"332" "date" -6897.40759541587 515 -7164.5 -6649.5 100 NA NA "sicily_meso"
"333" "date" -7347.72856884624 490 -7569.5 -7079.5 100 NA NA "sicily_meso"
"334" "date" -7495.46881789029 505 -7704.5 -7199.5 99.8 NA NA "sicily_meso"
"335" "date" -8548.06481395522 420 -8739.5 -8319.5 105.5 NA NA "sicily_meso"
"336" "date" -7669.69921581635 440 -7939.5 -7499.5 99.9 NA NA "sicily_meso"
"586" "date" -7488.27530387477 450 -7644.5 -7194.5 100 NA NA "sicily_meso"
"587" "date" -7784.23110504907 585 -8169.5 -7584.5 100 NA NA "sicily_meso"
"Sicily_meso_dates" "model" NA NA NA NA NA NA NA "sicily_meso"
"Sicily_meso_end" "date" -5525.91032367999 560 -5809.5 -5249.5 NA NA NA "sicily_meso"
"Sicily_meso" "model" NA NA NA NA NA NA NA "sicily_meso"
NA "model" NA NA NA NA NA 85.4 87.7 "sicily_neo"
"Sicily_neo_start" "date" -5837.569332876 280 -5999.5 -5719.5 NA NA NA "sicily_neo"
"Marine20_4" "curve" NA NA NA NA NA NA NA "sicily_neo"
"LocalMarine_4" "number" 92.3612800840209 180 3 183 102 NA NA "sicily_neo"
"9" "date" -5295.50861368969 435 -5504.5 -5069.5 103.6 NA NA "sicily_neo"
"10" "date" -5265.2505452918 425 -5474.5 -5049.5 105.1 NA NA "sicily_neo"
"11" "date" -5433.72175968403 425 -5639.5 -5214.5 100.5 NA NA "sicily_neo"
"13" "date" -5637.68164342993 380 -5829.5 -5449.5 106.2 NA NA "sicily_neo"
"14" "date" -5640.5663044729 380 -5834.5 -5454.5 106.4 NA NA "sicily_neo"
"IntCal20_4" "curve" NA NA NA NA NA NA NA "sicily_neo"
"143" "date" -5429.71569375988 390 -5614.5 -5224.5 99.9 NA NA "sicily_neo"
"286" "date" -5177.6389933023 360 -5359.5 -4999.5 105.1 NA NA "sicily_neo"
"301" "date" -5250.96742671614 410 -5469.5 -5059.5 103.9 NA NA "sicily_neo"
"302" "date" -5275.65819564753 395 -5469.5 -5074.5 103.1 NA NA "sicily_neo"
"303" "date" -5275.88562990069 400 -5469.5 -5069.5 103.1 NA NA "sicily_neo"
"304" "date" -5318.18408606606 395 -5474.5 -5079.5 101.7 NA NA "sicily_neo"
"305" "date" -5403.85650219534 385 -5604.5 -5219.5 100 NA NA "sicily_neo"
"306" "date" -5626.90288954294 260 -5739.5 -5479.5 101.7 NA NA "sicily_neo"
"307" "date" -5650.14684761455 300 -5784.5 -5484.5 103.5 NA NA "sicily_neo"
"308" "date" -5778.09662763721 245 -5904.5 -5659.5 75.9 NA NA "sicily_neo"
"412" "date" -5774.58901972099 245 -5904.5 -5659.5 81.7 NA NA "sicily_neo"
"608" "date" -5140.06146946863 335 -5304.5 -4969.5 103.8 NA NA "sicily_neo"
"740" "date" -5301.88003029549 395 -5474.5 -5079.5 102.3 NA NA "sicily_neo"
"779" "date" -5098.47681786165 385 -5284.5 -4899.5 50.5 NA NA "sicily_neo"
"780" "date" -5115.63507150959 365 -5294.5 -4929.5 83 NA NA "sicily_neo"
"781" "date" -5225.31829108079 430 -5464.5 -5034.5 104.2 NA NA "sicily_neo"
"782" "date" -5560.21802516191 320 -5714.5 -5394.5 100.1 NA NA "sicily_neo"
"848" "date" -5307.14110340006 395 -5474.5 -5079.5 102 NA NA "sicily_neo"
"Sicily_neo_phase" "model" NA NA NA NA NA NA NA "sicily_neo"
"Sicily_neo_end" "date" -5013.57034007374 340 -5184.5 -4844.5 NA NA NA "sicily_neo"
"Sicily_neo" "model" NA NA NA NA NA NA NA "sicily_neo"
